origin_date,target,horizon,location,output_type,output_type_id,value
2024-01-29,wk inc flu hosp,3,US,quantile,0.45,147
2024-01-29,wk inc flu hosp,3,US,quantile,0.5,148
2024-01-29,wk inc flu hosp,3,US,quantile,0.55,149
2024-01-29,wk inc flu hosp,3,US,quantile,0.6,150
2024-01-29,wk inc flu hosp,3,US,quantile,0.65,152
2024-01-29,wk inc flu hosp,3,US,quantile,0.7,155
2024-01-29,wk inc flu hosp,3,US,quantile,0.75,161
2024-01-29,wk inc flu hosp,3,US,quantile,0.8,165
2024-01-29,wk inc flu hosp,3,US,quantile,0.85,170
2024-01-29,wk inc flu hosp,3,US,quantile,0.9,175
2024-01-29,wk inc flu hosp,3,US,quantile,0.95,176
2024-01-29,wk inc flu hosp,3,US,quantile,0.975,176
2024-01-29,wk inc flu hosp,3,US,quantile,0.99,205
2024-01-29,wk inc flu hosp,4,US,quantile,0.01,135
2024-01-29,wk inc flu hosp,4,US,quantile,0.025,137
2024-01-29,wk inc flu hosp,4,US,quantile,0.05,139
2024-01-29,wk inc flu hosp,4,US,quantile,0.1,140
2024-01-29,wk inc flu hosp,4,US,quantile,0.15,141
2024-01-29,wk inc flu hosp,4,US,quantile,0.2,141
2024-01-29,wk inc flu hosp,4,US,quantile,0.25,142
2024-01-29,wk inc flu hosp,4,US,quantile,0.3,143
2024-01-29,wk inc flu hosp,4,US,quantile,0.35,144
2024-01-29,wk inc flu hosp,4,US,quantile,0.4,145
2024-01-29,wk inc flu hosp,4,US,quantile,0.45,147
2024-01-29,wk inc flu hosp,4,US,quantile,0.5,148
2024-01-29,wk inc flu hosp,4,US,quantile,0.55,149
2024-01-29,wk inc flu hosp,4,US,quantile,0.6,150
2024-01-29,wk inc flu hosp,4,US,quantile,0.65,152
2024-01-29,wk inc flu hosp,4,US,quantile,0.7,155
2024-01-29,wk inc flu hosp,4,US,quantile,0.75,161
2024-01-29,wk inc flu hosp,4,US,quantile,0.8,165
2024-01-29,wk inc flu hosp,4,US,quantile,0.85,170
2024-01-29,wk inc flu hosp,4,US,quantile,0.9,175
2024-01-29,wk inc flu hosp,4,US,quantile,0.95,176
2024-01-29,wk inc flu hosp,4,US,quantile,0.975,176
2024-01-29,wk inc flu hosp,4,US,quantile,0.99,205
2024-01-29,wk inc flu hosp,1,04,quantile,0.01,135
2024-01-29,wk inc flu hosp,1,04,quantile,0.025,137
2024-01-29,wk inc flu hosp,1,04,quantile,0.05,139
2024-01-29,wk inc flu hosp,1,04,quantile,0.1,140
2024-01-29,wk inc flu hosp,1,04,quantile,0.15,141
2024-01-29,wk inc flu hosp,1,04,quantile,0.2,141
2024-01-29,wk inc flu hosp,1,04,quantile,0.25,142
2024-01-29,wk inc flu hosp,1,04,quantile,0.3,143
2024-01-29,wk inc flu hosp,1,04,quantile,0.35,144
2024-01-29,wk inc flu hosp,1,04,quantile,0.4,145
2024-01-29,wk inc flu hosp,1,04,quantile,0.45,147
2024-01-29,wk inc flu hosp,1,04,quantile,0.5,148
2024-01-29,wk inc flu hosp,1,04,quantile,0.55,149
2024-01-29,wk inc flu hosp,1,04,quantile,0.6,150
2024-01-29,wk inc flu hosp,1,04,quantile,0.65,152
2024-01-29,wk inc flu hosp,1,04,quantile,0.7,155
2024-01-29,wk inc flu hosp,1,04,quantile,0.75,161
2024-01-29,wk inc flu hosp,1,04,quantile,0.8,165
2024-01-29,wk inc flu hosp,1,04,quantile,0.85,170
2024-01-29,wk inc flu hosp,1,04,quantile,0.9,175
2024-01-29,wk inc flu hosp,1,04,quantile,0.95,176
2024-01-29,wk inc flu hosp,1,04,quantile,0.975,176
2024-01-29,wk inc flu hosp,1,04,quantile,0.99,205
2024-01-29,wk inc flu hosp,2,04,quantile,0.01,135
2024-01-29,wk inc flu hosp,2,04,quantile,0.025,137
2024-01-29,wk inc flu hosp,2,04,quantile,0.05,139
2024-01-29,wk inc flu hosp,2,04,quantile,0.1,140
2024-01-29,wk inc flu hosp,2,04,quantile,0.15,141
2024-01-29,wk inc flu hosp,2,04,quantile,0.2,141
2024-01-29,wk inc flu hosp,2,04,quantile,0.25,142
2024-01-29,wk inc flu hosp,2,04,quantile,0.3,143
2024-01-29,wk inc flu hosp,2,04,quantile,0.35,144
2024-01-29,wk inc flu hosp,2,04,quantile,0.4,145
2024-01-29,wk inc flu hosp,2,04,quantile,0.45,147
2024-01-29,wk inc flu hosp,2,04,quantile,0.5,148
2024-01-29,wk inc flu hosp,2,04,quantile,0.55,149
2024-01-29,wk inc flu hosp,2,04,quantile,0.6,150
2024-01-29,wk inc flu hosp,2,04,quantile,0.65,152
2024-01-29,wk inc flu hosp,2,04,quantile,0.7,155
2024-01-29,wk inc flu hosp,2,04,quantile,0.75,161
2024-01-29,wk inc flu hosp,2,04,quantile,0.8,165
2024-01-29,wk inc flu hosp,2,04,quantile,0.85,170
2024-01-29,wk inc flu hosp,2,04,quantile,0.9,175
2024-01-29,wk inc flu hosp,2,04,quantile,0.95,176
2024-01-29,wk inc flu hosp,2,04,quantile,0.975,176
2024-01-29,wk inc flu hosp,2,04,quantile,0.99,205
2024-01-29,wk inc flu hosp,3,04,quantile,0.01,135
2024-01-29,wk inc flu hosp,3,04,quantile,0.025,137
2024-01-29,wk inc flu hosp,3,04,quantile,0.05,139
2024-01-29,wk inc flu hosp,3,04,quantile,0.1,140
2024-01-29,wk inc flu hosp,3,04,quantile,0.15,141
2024-01-29,wk inc flu hosp,3,04,quantile,0.2,141
2024-01-29,wk inc flu hosp,3,04,quantile,0.25,142
2024-01-29,wk inc flu hosp,3,04,quantile,0.3,143
2024-01-29,wk inc flu hosp,3,04,quantile,0.35,144
2024-01-29,wk inc flu hosp,3,04,quantile,0.4,145
2024-01-29,wk inc flu hosp,3,04,quantile,0.45,147
2024-01-29,wk inc flu hosp,3,04,quantile,0.5,148
2024-01-29,wk inc flu hosp,3,04,quantile,0.55,149
2024-01-29,wk inc flu hosp,3,04,quantile,0.6,150
2024-01-29,wk inc flu hosp,3,04,quantile,0.65,152
2024-01-29,wk inc flu hosp,3,04,quantile,0.7,155
2024-01-29,wk inc flu hosp,3,04,quantile,0.75,161
2024-01-29,wk inc flu hosp,3,04,quantile,0.8,165
2024-01-29,wk inc flu hosp,3,04,quantile,0.85,170
2024-01-29,wk inc flu hosp,3,04,quantile,0.9,175
2024-01-29,wk inc flu hosp,3,04,quantile,0.95,176
2024-01-29,wk inc flu hosp,3,04,quantile,0.975,176
2024-01-29,wk inc flu hosp,3,04,quantile,0.99,205
2024-01-29,wk inc flu hosp,4,04,quantile,0.01,135
2024-01-29,wk inc flu hosp,4,04,quantile,0.025,137
2024-01-29,wk inc flu hosp,4,04,quantile,0.05,139
2024-01-29,wk inc flu hosp,4,04,quantile,0.1,140
2024-01-29,wk inc flu hosp,4,04,quantile,0.15,141
2024-01-29,wk inc flu hosp,4,04,quantile,0.2,141
2024-01-29,wk inc flu hosp,4,04,quantile,0.25,142
2024-01-29,wk inc flu hosp,4,04,quantile,0.3,143
2024-01-29,wk inc flu hosp,4,04,quantile,0.35,144
2024-01-29,wk inc flu hosp,4,04,quantile,0.4,145
2024-01-29,wk inc flu hosp,4,04,quantile,0.45,147
2024-01-29,wk inc flu hosp,4,04,quantile,0.5,148
2024-01-29,wk inc flu hosp,4,04,quantile,0.55,149
2024-01-29,wk inc flu hosp,4,04,quantile,0.6,150
2024-01-29,wk inc flu hosp,4,04,quantile,0.65,152
2024-01-29,wk inc flu hosp,4,04,quantile,0.7,155
2024-01-29,wk inc flu hosp,4,04,quantile,0.75,161
2024-01-29,wk inc flu hosp,4,04,quantile,0.8,165
2024-01-29,wk inc flu hosp,4,04,quantile,0.85,170
2024-01-29,wk inc flu hosp,4,04,quantile,0.9,175
2024-01-29,wk inc flu hosp,4,04,quantile,0.95,176
2024-01-29,wk inc flu hosp,4,04,quantile,0.975,176
2024-01-29,wk inc flu hosp,4,04,quantile,0.99,205
2024-01-29,wk inc flu hosp,1,01,quantile,0.01,135
2024-01-29,wk inc flu hosp,1,01,quantile,0.025,137
2024-01-29,wk inc flu hosp,1,01,quantile,0.05,139
2024-01-29,wk inc flu hosp,1,01,quantile,0.1,140
2024-01-29,wk inc flu hosp,1,01,quantile,0.15,141
2024-01-29,wk inc flu hosp,1,01,quantile,0.2,141
2024-01-29,wk inc flu hosp,1,01,quantile,0.25,142
2024-01-29,wk inc flu hosp,1,01,quantile,0.3,143
2024-01-29,wk inc flu hosp,1,01,quantile,0.35,144
2024-01-29,wk inc flu hosp,1,01,quantile,0.4,145
2024-01-29,wk inc flu hosp,1,01,quantile,0.45,147
2024-01-29,wk inc flu hosp,1,01,quantile,0.5,148
2024-01-29,wk inc flu hosp,1,01,quantile,0.55,149
2024-01-29,wk inc flu hosp,1,01,quantile,0.6,150
2024-01-29,wk inc flu hosp,1,01,quantile,0.65,152
2024-01-29,wk inc flu hosp,1,01,quantile,0.7,155
2024-01-29,wk inc flu hosp,1,01,quantile,0.75,161
2024-01-29,wk inc flu hosp,1,01,quantile,0.8,165
2024-01-29,wk inc flu hosp,1,01,quantile,0.85,170
2024-01-29,wk inc flu hosp,1,01,quantile,0.9,175
2024-01-29,wk inc flu hosp,1,01,quantile,0.95,176
2024-01-29,wk inc flu hosp,1,01,quantile,0.975,176
2024-01-29,wk inc flu hosp,1,01,quantile,0.99,205
2024-01-29,wk inc flu hosp,2,01,quantile,0.01,135
2024-01-29,wk inc flu hosp,2,01,quantile,0.025,137
2024-01-29,wk inc flu hosp,2,01,quantile,0.05,139
2024-01-29,wk inc flu hosp,2,01,quantile,0.1,140
2024-01-29,wk inc flu hosp,2,01,quantile,0.15,141
2024-01-29,wk inc flu hosp,2,01,quantile,0.2,141
2024-01-29,wk inc flu hosp,2,01,quantile,0.25,142
2024-01-29,wk inc flu hosp,2,01,quantile,0.3,143
2024-01-29,wk inc flu hosp,2,01,quantile,0.35,144
2024-01-29,wk inc flu hosp,2,01,quantile,0.4,145
2024-01-29,wk inc flu hosp,2,01,quantile,0.45,147
2024-01-29,wk inc flu hosp,2,01,quantile,0.5,148
2024-01-29,wk inc flu hosp,2,01,quantile,0.55,149
2024-01-29,wk inc flu hosp,2,01,quantile,0.6,150
2024-01-29,wk inc flu hosp,2,01,quantile,0.65,152
2024-01-29,wk inc flu hosp,2,01,quantile,0.7,155
2024-01-29,wk inc flu hosp,2,01,quantile,0.75,161
2024-01-29,wk inc flu hosp,2,01,quantile,0.8,165
2024-01-29,wk inc flu hosp,2,01,quantile,0.85,170
2024-01-29,wk inc flu hosp,2,01,quantile,0.9,175
2024-01-29,wk inc flu hosp,2,01,quantile,0.95,176
2024-01-29,wk inc flu hosp,2,01,quantile,0.975,176
2024-01-29,wk inc flu hosp,2,01,quantile,0.99,205
2024-01-29,wk inc flu hosp,3,01,quantile,0.01,135
2024-01-29,wk inc flu hosp,3,01,quantile,0.025,137
2024-01-29,wk inc flu hosp,3,01,quantile,0.05,139
2024-01-29,wk inc flu hosp,3,01,quantile,0.1,140
2024-01-29,wk inc flu hosp,3,01,quantile,0.15,141
2024-01-29,wk inc flu hosp,3,01,quantile,0.2,141
2024-01-29,wk inc flu hosp,3,01,quantile,0.25,142
2024-01-29,wk inc flu hosp,3,01,quantile,0.3,143
2024-01-29,wk inc flu hosp,3,01,quantile,0.35,144
2024-01-29,wk inc flu hosp,3,01,quantile,0.4,145
2024-01-29,wk inc flu hosp,3,01,quantile,0.45,147
2024-01-29,wk inc flu hosp,3,01,quantile,0.5,148
2024-01-29,wk inc flu hosp,3,01,quantile,0.55,149
2024-01-29,wk inc flu hosp,3,01,quantile,0.6,150
2024-01-29,wk inc flu hosp,3,01,quantile,0.65,152
2024-01-29,wk inc flu hosp,3,01,quantile,0.7,155
2024-01-29,wk inc flu hosp,3,01,quantile,0.75,161
2024-01-29,wk inc flu hosp,3,01,quantile,0.8,165
2024-01-29,wk inc flu hosp,3,01,quantile,0.85,170
2024-01-29,wk inc flu hosp,3,01,quantile,0.9,175
2024-01-29,wk inc flu hosp,3,01,quantile,0.95,176
2024-01-29,wk inc flu hosp,3,01,quantile,0.975,176
2024-01-29,wk inc flu hosp,3,01,quantile,0.99,205
2024-01-29,wk inc flu hosp,4,01,quantile,0.01,135
2024-01-29,wk inc flu hosp,4,01,quantile,0.025,137
2024-01-29,wk inc flu hosp,4,01,quantile,0.05,139
2024-01-29,wk inc flu hosp,4,01,quantile,0.1,140
2024-01-29,wk inc flu hosp,4,01,quantile,0.15,141
2024-01-29,wk inc flu hosp,4,01,quantile,0.2,141
2024-01-29,wk inc flu hosp,4,01,quantile,0.25,142
2024-01-29,wk inc flu hosp,4,01,quantile,0.3,143
2024-01-29,wk inc flu hosp,4,01,quantile,0.35,144
2024-01-29,wk inc flu hosp,4,01,quantile,0.4,145
2024-01-29,wk inc flu hosp,4,01,quantile,0.45,147
2024-01-29,wk inc flu hosp,4,01,quantile,0.5,148
2024-01-29,wk inc flu hosp,4,01,quantile,0.55,149
2024-01-29,wk inc flu hosp,4,01,quantile,0.6,150
2024-01-29,wk inc flu hosp,4,01,quantile,0.65,152
2024-01-29,wk inc flu hosp,4,01,quantile,0.7,155
2024-01-29,wk inc flu hosp,4,01,quantile,0.75,161
2024-01-29,wk inc flu hosp,4,01,quantile,0.8,165
2024-01-29,wk inc flu hosp,4,01,quantile,0.85,170
2024-01-29,wk inc flu hosp,4,01,quantile,0.9,175
2024-01-29,wk inc flu hosp,4,01,quantile,0.95,176
2024-01-29,wk inc flu hosp,4,01,quantile,0.975,176
2024-01-29,wk inc flu hosp,4,01,quantile,0.99,205
